model_id,model_type,params,split,threshold,roc_auc,accuracy,precision,recall
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.6,0.964169000934,0.519083969466,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.7,0.964169000934,0.519083969466,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.8,0.964169000934,0.519083969466,0.0,0.0
GB_paramset-8,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.9,0.964169000934,0.519083969466,0.0,0.0
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.5,0.912477355072,0.90977443609,0.851351351351,0.984375
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.6,0.912477355072,0.518796992481,0.0,0.0
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.7,0.912477355072,0.518796992481,0.0,0.0
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.8,0.912477355072,0.518796992481,0.0,0.0
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.9,0.912477355072,0.518796992481,0.0,0.0
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.5,0.905230978261,0.87969924812,0.842857142857,0.921875
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.6,0.905230978261,0.518796992481,0.0,0.0
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.7,0.905230978261,0.518796992481,0.0,0.0
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.8,0.905230978261,0.518796992481,0.0,0.0
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.9,0.905230978261,0.518796992481,0.0,0.0
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.5,0.927754435107,0.885496183206,0.9,0.857142857143
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.6,0.927754435107,0.519083969466,0.0,0.0
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.7,0.927754435107,0.519083969466,0.0,0.0
